"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.58","45.50","MONTREAL MCGILL","7025280","1947-01","1947","01","-2.9","","-12.8","","-7.9","","7.8","","-22.2","","84.1","","65.5","","149.6","","53","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1947-02","1947","02","-5.8","","-12.4","","-9.1","","3.3","","-18.9","","0.0","","74.4","","74.4","","81","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1947-03","1947","03","2.1","","-4.5","","-1.2","","6.7","S","-12.8","","27.9","","53.1","","81.0","","30","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1947-04","1947","04","7.8","","-0.7","","3.6","","18.9","","-7.2","","55.6","","34.5","","90.2","","5","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1947-05","1947","05","15.2","","6.8","","11.0","","24.4","","0.0","","126.7","","0.0","T","126.7","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1947-06","1947","06","21.8","","13.2","","17.5","","31.7","","7.2","","106.4","","0.0","","106.4","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1947-07","1947","07","25.7","","17.4","","21.6","","31.1","","12.2","","111.5","","0.0","","111.5","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1947-08","1947","08","26.9","","17.9","","22.4","","33.3","","10.0","","55.1","","0.0","","55.1","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1947-09","1947","09","19.6","","11.0","","15.3","","29.4","","1.1","S","125.2","","0.0","","125.2","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1947-10","1947","10","17.7","","9.4","","13.6","","25.0","","0.6","S","30.7","","0.0","","30.7","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1947-11","1947","11","4.7","","-1.1","","1.8","","13.9","","-11.1","","84.1","","35.1","","119.1","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1947-12","1947","12","-4.6","","-10.5","","-7.6","","5.0","","-22.2","","19.6","","32.3","","51.8","","20","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1948-01","1948","01","-6.9","","-15.0","","-11.0","","2.8","S","-26.7","","0.0","T","53.6","","53.6","","51","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1948-02","1948","02","-4.8","","-14.3","","-9.6","","7.2","","-23.3","","19.8","","46.5","","66.3","","66","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1948-03","1948","03","1.7","","-6.6","","-2.5","","15.0","","-21.7","","103.9","","19.3","","123.2","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1948-04","1948","04","11.3","","1.9","","6.6","","21.1","","-6.1","","61.2","","0.0","T","61.2","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1948-05","1948","05","16.9","","8.3","","12.6","","27.2","","3.9","S","66.5","","0.0","","66.5","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1948-06","1948","06","22.1","","13.3","","17.7","","31.7","","7.2","","101.3","","0.0","","101.3","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1948-07","1948","07","25.7","","17.2","","21.5","","31.7","","11.1","","105.4","","0.0","","105.4","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1948-08","1948","08","25.3","","16.8","","21.1","","32.2","S","10.6","","90.4","","0.0","","90.4","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1948-09","1948","09","21.7","","12.6","","17.2","","28.9","S","6.7","","20.1","","0.0","","20.1","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1948-10","1948","10","12.7","","5.4","","9.1","","20.6","","-1.1","","54.1","","0.0","T","54.1","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1948-11","1948","11","8.8","","3.2","","6.0","","21.7","","-2.2","","131.8","","5.3","","137.2","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1948-12","1948","12","0.2","","-5.3","","-2.6","","10.0","","-17.8","","45.0","","32.0","","77.0","","15","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1949-01","1949","01","-1.7","","-9.8","","-5.8","","8.3","","-18.3","","41.4","","68.8","","110.2","","43","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1949-02","1949","02","-1.4","","-9.9","","-5.7","","7.8","","-18.3","","31.5","","38.9","","70.4","","46","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1949-03","1949","03","1.5","","-5.8","","-2.2","","11.1","","-14.4","","20.3","","49.8","","70.1","","8","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1949-04","1949","04","11.9","","3.1","","7.5","","22.8","","-1.1","S","63.5","","12.4","","75.9","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1949-05","1949","05","18.6","","8.4","","13.5","","27.2","","0.6","","50.0","","0.0","","50.0","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1949-06","1949","06","25.0","","16.1","","20.6","","32.8","","6.7","","66.0","","0.0","","66.0","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1949-07","1949","07","27.7","","18.0","","22.9","","33.9","","13.9","S","56.4","","0.0","","56.4","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1949-08","1949","08","26.4","","16.6","","21.5","","32.8","","11.1","S","106.2","","0.0","","106.2","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1949-09","1949","09","18.3","","10.9","","14.6","","28.3","","5.0","","101.1","","0.0","","101.1","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1949-10","1949","10","16.6","","7.4","","12.0","","28.9","","-2.2","","47.0","","0.0","T","47.0","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1949-11","1949","11","2.3","","-2.7","","-0.2","","12.8","","-13.3","","70.9","","38.1","","109.0","","10","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1949-12","1949","12","0.1","","-6.6","","-3.3","","12.2","","-16.7","","78.2","","18.8","","97.0","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1950-01","1950","01","-0.7","","-10.0","","-5.4","","12.8","","-24.4","","74.4","","50.0","","124.5","","5","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1950-02","1950","02","-6.2","","-13.3","","-9.8","","3.3","","-26.7","","1.8","","111.5","","113.3","","61","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1950-03","1950","03","-0.7","","-9.1","","-4.9","","15.0","","-27.2","","45.2","","69.6","","114.8","","25","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1950-04","1950","04","8.2","","1.2","","4.7","","17.8","","-8.3","","67.8","","0.3","","68.1","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1950-05","1950","05","18.8","","9.3","","14.1","","28.9","","-2.8","","59.7","","0.0","","59.7","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1950-06","1950","06","23.6","","14.3","","19.0","","30.6","","6.7","","53.8","","0.0","","53.8","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1950-07","1950","07","25.6","","16.9","","21.3","","31.7","","13.3","S","128.5","","0.0","","128.5","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1950-08","1950","08","23.2","","15.0","","19.1","","28.3","","9.4","","70.6","","0.0","","70.6","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1950-09","1950","09","17.2","","9.9","","13.6","","25.0","","2.2","","61.7","","0.0","T","61.7","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1950-10","1950","10","13.5","","6.7","","10.1","","25.0","","-1.1","","60.7","","0.0","T","60.7","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1950-11","1950","11","6.7","","1.2","","4.0","","22.2","","-7.2","","119.6","","11.7","","131.3","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1950-12","1950","12","-2.3","","-7.3","","-4.8","","8.3","","-25.0","S","47.5","","55.9","","103.4","","25","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1951-01","1951","01","-3.5","","-11.2","","-7.4","","7.8","","-27.2","","42.2","","56.4","","98.6","","25","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1951-02","1951","02","-2.7","","-10.9","","-6.8","","6.1","","-27.8","","23.4","","45.5","","68.8","","41","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1951-03","1951","03","2.5","","-3.5","","-0.5","","10.0","","-13.9","","87.6","","45.2","","132.8","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1951-04","1951","04","10.7","","3.8","","7.3","","18.9","S","0.6","","101.9","","7.1","","109.0","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1951-05","1951","05","19.2","","9.6","","14.4","","27.8","","3.3","S","43.4","","0.0","","43.4","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1951-06","1951","06","22.3","","14.2","","18.3","","29.4","","9.4","","103.6","","0.0","","103.6","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1951-07","1951","07","25.4","","17.1","","21.3","","29.4","S","12.8","","96.0","","0.0","","96.0","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1951-08","1951","08","22.2","","15.1","","18.7","","27.8","","11.1","S","94.5","","0.0","","94.5","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1951-09","1951","09","19.1","","11.1","","15.1","","27.8","S","1.7","","79.0","","0.0","","79.0","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1951-10","1951","10","14.3","","6.4","","10.4","","23.9","S","0.0","","49.8","","0.0","T","49.8","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1951-11","1951","11","2.8","","-2.4","","0.2","","15.0","","-11.7","","104.4","","44.5","","148.8","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1951-12","1951","12","-1.9","","-8.7","","-5.3","","15.0","S","-24.4","","19.3","","99.6","","118.9","","","M","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1952-01","1952","01","-3.6","","-12.1","","-7.9","","8.3","","-23.9","","39.4","","67.6","","106.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1952-02","1952","02","-2.2","","-8.3","","-5.3","","5.0","","-19.4","","20.3","","57.9","","78.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1952-03","1952","03","1.8","","-3.7","","-1.0","","7.8","","-12.2","S","45.0","","38.1","","83.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1952-04","1952","04","12.4","","3.6","","8.0","","23.9","","-5.0","","67.8","","0.8","","68.6","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1952-05","1952","05","16.5","","8.3","","12.4","","25.6","","2.2","","102.9","","0.0","T","102.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1952-06","1952","06","23.9","","15.2","","19.6","","30.0","","9.4","","105.4","","0.0","","105.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1952-07","1952","07","27.3","","18.7","","23.0","","32.8","","11.7","","118.1","","0.0","","118.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1952-08","1952","08","24.9","","16.6","","20.8","","31.1","","10.0","","145.0","","0.0","","145.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1952-09","1952","09","20.2","","11.8","","16.0","","27.2","","3.3","","95.8","","0.0","","95.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1952-10","1952","10","10.9","","4.3","","7.6","","20.6","","-2.8","","106.7","","0.8","","107.4","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1952-11","1952","11","6.2","","1.1","","3.7","","16.1","","-7.8","","57.7","","4.1","","61.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1952-12","1952","12","-0.4","","-5.9","","-3.2","","11.1","","-20.0","","76.5","","52.6","","129.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1953-01","1953","01","-1.4","","-9.8","","-5.6","","9.4","","-17.2","","42.2","","54.6","","96.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1953-02","1953","02","-1.8","","-8.0","","-4.9","","10.0","","-22.2","","9.7","","40.1","","49.8","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1953-03","1953","03","3.6","","-3.3","","0.2","","16.1","","-16.7","S","99.3","","9.7","","109.0","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1953-04","1953","04","10.7","","3.5","","7.1","","17.2","","-1.7","","89.9","","5.3","","95.3","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1953-05","1953","05","19.1","","9.8","","14.5","","29.4","","3.3","","88.9","","0.0","","88.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1953-06","1953","06","24.3","","15.1","","19.7","","32.8","","8.3","","91.9","","0.0","","91.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1953-07","1953","07","25.7","","18.1","","21.9","","34.4","","12.8","S","68.1","","0.0","","68.1","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1953-08","1953","08","25.0","","15.9","","20.5","","32.2","","10.6","","46.7","","0.0","","46.7","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1953-09","1953","09","20.2","","11.8","","16.0","","31.1","S","3.3","","74.2","","0.0","","74.2","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1953-10","1953","10","14.7","","6.8","","10.8","","26.1","","0.6","","42.9","","0.0","","42.9","","","","","","",""
"-73.58","45.50","MONTREAL MCGILL","7025280","1953-11","1953","11","7.9","","3.0","","5.5","","17.8","","-4.4","","48.0","","1.0","","49.0","","","","","","",""
