"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.58","45.50","MCTAVISH","7024745","2000-01-01","2000","01","01","","2.9","","-8.2","","-2.7","","20.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-02","2000","01","02","","5.4","","-1.9","","1.8","","16.2","","0.0","","","M","","M","5.3","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-03","2000","01","03","","8.5","","-5.9","","1.3","","16.7","","0.0","","","M","","M","1.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-04","2000","01","04","","7.7","","-6.1","","0.8","","17.2","","0.0","","","M","","M","11.6","","","","22","","48",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-05","2000","01","05","","-5.7","","-11.4","","-8.6","","26.6","","0.0","","","M","","M","0.0","","","","34","","33",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-06","2000","01","06","","0.3","","-11.3","","-5.5","","23.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-07","2000","01","07","","1.3","","-5.8","","-2.3","","20.3","","0.0","","","M","","M","6.7","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-08","2000","01","08","","0.5","","-9.8","","-4.7","","22.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-09","2000","01","09","","4.9","","0.5","","2.7","","15.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-10","2000","01","10","","5.2","","0.2","","2.7","","15.3","","0.0","","","M","","M","19.4","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-11","2000","01","11","","5.1","","-0.2","","2.5","","15.5","","0.0","","","M","","M","13.4","","","","18","","33",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-12","2000","01","12","","-0.2","","-12.1","","-6.2","","24.2","","0.0","","","M","","M","0.0","","","","27","","32",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-13","2000","01","13","","-12.1","","-19.2","","-15.7","","33.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-14","2000","01","14","","-16.0","","-20.8","","-18.4","","36.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.58","45.50","MCTAVISH","7024745","2000-01-15","2000","01","15","","-8.6","","-22.0","","-15.3","","33.3","","0.0","","","M","","M","0.0","","","","","","<31",""
